Title,Location,Price,Area,Room,Brokerage Firm,Brokerage Firm link
Apartment Marnixstraat,            1016 TC Amsterdam (Jordaan)        ,"                €5,500 per month            ",143 m²,3 rooms,City Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/city-housing-amsterdam
Apartment Overtoom 545 C+D,            1054 LK Amsterdam (Overtoomse Sluis)        ,"                €9,500 per month            ",183 m²,4 rooms,AmsterHomes ,https://www.pararius.com/real-estate-agents/amsterdam/amsterhomes
Apartment Weissenbruchstraat,            1058 KM Amsterdam (Hoofddorppleinbuurt)        ,"                €3,150 per month            ",110 m²,4 rooms,Relocation-Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/relocation-amsterdam
Apartment Nieuwe Leliestraat,            1015 HE Amsterdam (Jordaan)        ,"                €2,150 per month            ",80 m²,3 rooms,My Amsterdam Apartments ,https://www.pararius.com/real-estate-agents/amsterdam/my-amsterdam-apartments
House Buikslotermeerdijk,            1025 WH Amsterdam (Elzenhagen)        ,"                €3,100 per month            ",128 m²,7 rooms,Bridgepartners ,https://www.pararius.com/real-estate-agents/schiphol/bridgepartners
Apartment Warmoesstraat 44 C,            1012 JE Amsterdam (Burgwallen-Oude Zijde)        ,"                €2,350 per month            ",60 m²,2 rooms,MA Residences ,https://www.pararius.com/real-estate-agents/amsterdam/ma-residences
Apartment Singel,            1016 AA Amsterdam (Grachtengordel-West)        ,"                €2,850 per month            ",81 m²,3 rooms,Dutch Real Estate Company ,https://www.pararius.com/real-estate-agents/amsterdam/dutch-real-estate-company
Apartment Onstein,            1082 KM Amsterdam (Buitenveldert-West)        ,"                €1,900 per month            ",85 m²,2 rooms,Friedmann Housing ,https://www.pararius.com/real-estate-agents/amsterdam/friedmann-housing
Apartment Stadionweg,            1077 SV Amsterdam (Apollobuurt)        ,"                €1,850 per month            ",48 m²,2 rooms,HB Housing ,https://www.pararius.com/real-estate-agents/amsterdam/hb-housing-amsterdam
Apartment KNSM-laan 685,            1019 LH Amsterdam (Oostelijk Havengebied)        ,"                €1,950 per month            ",106 m²,3 rooms,Expat Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expat-rentals
Apartment Overschiestraat,            1062 HN Amsterdam (Westlandgracht)        ,"                €1,625 per month            ",65 m²,3 rooms,Vreeken Bast Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/vreeken-bast-real-estate
Apartment Utrechtsestraat 84 II,            1017 VR Amsterdam (Grachtengordel-Zuid)        ,"                €1,725 per month            ",67 m²,2 rooms,BrinkBorgh Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/brinkborgh-makelaardij
House Dilsenstraat,            1066 KC Amsterdam (Sloter-/Riekerpolder)        ,"                €2,125 per month            ",141 m²,5 rooms,Expathousing.com (Amsterdam) ,https://www.pararius.com/real-estate-agents/amsterdam/expathousing-com-amsterdam
Apartment Dam,            1012 JS Amsterdam (Burgwallen-Oude Zijde)        ,"                €5,500 per month            ",125 m²,4 rooms,Out Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/out-amsterdam
Apartment Weesperzijde,            1091 EB Amsterdam (Weesperzijde)        ,"                €3,300 per month            ",130 m²,3 rooms,Brixt ,https://www.pararius.com/real-estate-agents/amsterdam-duivendrecht/brixt
Apartment Omval,            1096 HR Amsterdam (Omval/Overamstel)        ,"                €2,300 per month            ",100 m²,3 rooms,Zen Home Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/zen-home-rentals
Apartment Leerdamhof,            1108 BM Amsterdam (Nellestein)        ,"                €1,850 per month            ",70 m²,2 rooms,Domica Venlo ,https://www.pararius.com/real-estate-agents/venlo/domica-venlo
House Osdorperweg 910 A,            1067 TD Amsterdam (Lutkemeer/Ookmeer)        ,"                €3,750 per month            ",180 m²,4 rooms,The Rental Agency Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/the-rental-agency-amsterdam
Apartment Pasteurstraat 43 hs,            1097 ES Amsterdam (Frankendael)        ,"                €2,995 per month            ",103 m²,4 rooms,De Graaf & Groot Makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/de-graaf-groot-makelaars
Apartment Van 't Hofflaan 16 hs,            1097 EP Amsterdam (Frankendael)        ,"                €2,995 per month            ",103 m²,4 rooms,De Graaf & Groot Makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/de-graaf-groot-makelaars
House Singel,            1012 VC Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €6,250 per month            ",200 m²,7 rooms,Von Poll Real Estate - Centrum ,https://www.pararius.com/real-estate-agents/amsterdam/von-poll-real-estate-centrum
Apartment Vrijheidslaan,            1079 KA Amsterdam (Rijnbuurt)        ,"                €1,850 per month            ",75 m²,2 rooms,Michiel Stolker Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/michiel-stolker-real-estate
Apartment Keizersstraat,            1011 GD Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,500 per month            ",100 m²,3 rooms,Michiel Stolker Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/michiel-stolker-real-estate
Apartment Kloveniersburgwal,            1011 JW Amsterdam (Nieuwmarkt/Lastage)        ,"                €1,650 per month            ",60 m²,2 rooms,Michiel Stolker Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/michiel-stolker-real-estate
Apartment Kinderdijkstraat 10 H,            1079 GH Amsterdam (Scheldebuurt)        ,"                €2,150 per month            ",70 m²,3 rooms,FRIS Vastgoed Management ,https://www.pararius.com/real-estate-agents/amsterdam/fris-vastgoed-management-amsterdam
Apartment Haarlemmerweg 187 1,            1051 LB Amsterdam (Staatsliedenbuurt)        ,"                €1,725 per month            ",56 m²,2 rooms,Vastgoed Unie Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/vastgoed-unie-makelaardij
Apartment Valeriusstraat,            1075 ER Amsterdam (Willemspark)        ,"                €3,000 per month            ",78 m²,4 rooms,Vondel Makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/vondel-makelaars
Apartment Van Breestraat,            1071 ZN Amsterdam (Museumkwartier)        ,"                €6,750 per month            ",180 m²,5 rooms,Compass Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/compass-housing-amsterdam
Apartment Koninginneweg,            1075 CW Amsterdam (Willemspark)        ,"                €6,500 per month            ",217 m²,7 rooms,Keizerskroon makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/keizerskroon-makelaars-2
Apartment Gaaspstraat,            1079 VB Amsterdam (Rijnbuurt)        ,"                €1,900 per month            ",50 m²,3 rooms,Oei Housing Amsterdam - Expat Apartments ,https://www.pararius.com/real-estate-agents/amsterdam/oei-housing-amsterdam-expat-apartments
Apartment Oostenburgervoorstraat 5 A,            1018 MN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €3,000 per month            ",55 m²,2 rooms,Mid-stay Apartments ,https://www.pararius.com/real-estate-agents/amsterdam/mid-stay-apartments
Apartment Marnixstraat,            1016 TC Amsterdam (Jordaan)        ,"                €5,500 per month            ",143 m²,3 rooms,City Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/city-housing-amsterdam
Apartment Noorderstraat,            1017 TR Amsterdam (De Weteringschans)        ,"                €2,700 per month            ",90 m²,3 rooms,Listings ,https://www.pararius.com/real-estate-agents/amsterdam/listings
Apartment Gaasterlandstraat,            1079 RH Amsterdam (Scheldebuurt)        ,"                €5,900 per month            ",138 m²,4 rooms,Eefje Voogd Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/eefje-voogd-makelaardij-2
Apartment Tilanusstraat,            1091 MZ Amsterdam (Oosterparkbuurt)        ,"                €1,850 per month            ",60 m²,3 rooms,Klok Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/klok-real-estate
Apartment Staringstraat,            1054 VR Amsterdam (Overtoomse Sluis)        ,"                €1,850 per month            ",82 m²,3 rooms,Michiel Stolker Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/michiel-stolker-real-estate
Apartment Bloemgracht,            1015 TJ Amsterdam (Jordaan)        ,"                €2,500 per month            ",87 m²,3 rooms,Michiel Stolker Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/michiel-stolker-real-estate
Apartment Reguliersgracht,            1017 LT Amsterdam (Grachtengordel-Zuid)        ,"                €2,750 per month            ",65 m²,3 rooms,Compass Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/compass-housing-amsterdam
Apartment Faas Wilkesstraat 113 F,            1095 MD Amsterdam (Zeeburgereiland/Nieuwe Diep)        ,"                €1,950 per month            ",90 m²,3 rooms,EHR Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/ehr-amsterdam-2
Apartment Noorderstraat 80 D,            1017 TW Amsterdam (De Weteringschans)        ,"                €1,995 per month            ",80 m²,3 rooms,EHR Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/ehr-amsterdam-2
Apartment Keizersgracht,            1016 DV Amsterdam (Grachtengordel-West)        ,"                €2,050 per month            ",62 m²,2 rooms,Michiel Stolker Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/michiel-stolker-real-estate
Apartment Huidekoperstraat,            1017 ZM Amsterdam (De Weteringschans)        ,"                €2,100 per month            ",75 m²,2 rooms,Michiel Stolker Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/michiel-stolker-real-estate
Apartment Haparandadam,            1013 AK Amsterdam (Houthavens)        ,"                €3,000 per month            ",128 m²,4 rooms,Michiel Stolker Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/michiel-stolker-real-estate
Apartment Bos en Lommerweg,            1055 EB Amsterdam (Landlust)        ,"                €1,775 per month            ",50 m²,2 rooms,VRC - Veth Realty & Consultancy BV ,https://www.pararius.com/real-estate-agents/haarlem/vrc-veth-realty-consultancy-bv
Apartment Krom Boomssloot,            1011 GR Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,550 per month            ",110 m²,4 rooms,Expathousing.com (Amsterdam) ,https://www.pararius.com/real-estate-agents/amsterdam/expathousing-com-amsterdam
Apartment Staringstraat,            1054 VR Amsterdam (Overtoomse Sluis)        ,"                €1,450 per month            ",50 m²,2 rooms,Michiel Stolker Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/michiel-stolker-real-estate
Apartment Amsteldijk,            1074 HT Amsterdam (Oude Pijp)        ,"                €2,500 per month            ",79 m²,4 rooms,BIC Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/bic-makelaardij
House Weesperzijde,            1091 EB Amsterdam (Weesperzijde)        ,"                €3,600 per month            ",130 m²,4 rooms,Brixt ,https://www.pararius.com/real-estate-agents/amsterdam-duivendrecht/brixt
Apartment Rijswijkstraat 99,            1062 ES Amsterdam (Westlandgracht)        ,"                €1,550 per month            ",55 m²,2 rooms,Koops Makelaardij Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/koops-makelaardij-amsterdam
Apartment Lekstraat,            1079 EX Amsterdam (Scheldebuurt)        ,"                €1,350 per month            ",38 m²,2 rooms,RKZ Makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/rkz-makelaars
Apartment Pontsteiger,            1014 ZP Amsterdam (Houthavens)        ,"                €3,950 per month            ",147 m²,3 rooms,Ramón Mossel Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/ramon-mossel-makelaardij-amsterdam-2
Apartment Frederiksstraat 17 H,            1054 LA Amsterdam (Overtoomse Sluis)        ,"                €3,750 per month            ",135 m²,6 rooms,DSTRCT Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/dstrct-amsterdam
Apartment Amazonenstraat 65 bov,            1076 LH Amsterdam (Stadionbuurt)        ,"                €2,500 per month            ",90 m²,3 rooms,Recourt Makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/recourt-makelaars
Apartment Ferdinand Bolstraat 16 B,            1072 LJ Amsterdam (Oude Pijp)        ,"                €2,750 per month            ",93 m²,3 rooms,Huizenbalie.nl ,https://www.pararius.com/real-estate-agents/tilburg/huizenbalie-nl
Apartment Weteringschans,            1017 RX Amsterdam (De Weteringschans)        ,"                €2,295 per month            ",70 m²,2 rooms,Relocation-Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/relocation-amsterdam
Apartment Winterjanpad,            1036 KN Amsterdam (Tuindorp Oostzaan)        ,"                €1,695 per month            ",60 m²,2 rooms,City Homes ,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-city-homes
Apartment Prinsengracht,            1016 GX Amsterdam (Grachtengordel-West)        ,"                €3,950 per month            ",120 m²,3 rooms,City Homes ,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-city-homes
Apartment Van Oldenbarneveldtstraat,            1052 KC Amsterdam (Frederik Hendrikbuurt)        ,"                €2,000 per month            ",65 m²,2 rooms,City Homes ,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-city-homes
House Mr. P.N. Arntzeniusweg 26,            1098 GR Amsterdam (Middenmeer)        ,"                €3,100 per month            ",120 m²,5 rooms,Grand Relocation ,https://www.pararius.com/real-estate-agents/amsterdam/grand-relocation
Apartment Nieuwezijds Voorburgwal 299,            1012 RM Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €3,995 per month            ",115 m²,3 rooms,Alcoco.nl ,https://www.pararius.com/real-estate-agents/amsterdam/alcoco-nl
Apartment Valeriusstraat,            1075 GN Amsterdam (Willemspark)        ,"                €4,950 per month            ",134 m²,5 rooms,Homecrew ,https://www.pararius.com/real-estate-agents/amsterdam/homecrew
House Galileïplantsoen 32,            1098 NA Amsterdam (Middenmeer)        ,"                €3,000 per month            ",140 m²,6 rooms,Broersma Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/broersma-makelaardij
